"Год продажи,""Неделя продажи"",""Город"",""ЖК"",""Корпус"",""Накопленная сумма продаж"",""Накопленная себестоимость"",""Накопленный объем проданных кв.м."",""Выручка за неделю"",""Количество проданных помещений за"",""Сумма проданных кв.м. за неделю"""
2025.0,50.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),594761600,447152512,1458.9,12232529,4,2350817536
2025.0,50.0,Екатеринбург,Маяковский,Корпус 1,157036880,126202008,945.8,122490608,22,1798043776
2025.0,50.0,Екатеринбург,Академический,Корпус 2,444295712,368212640,3373.5,70003112,13,5268725248
2025.0,50.0,Екатеринбург,Маяковский,Корпус 3,569579264,464129536,3465.8,262821856,40,16231379968
2025.0,50.0,Екатеринбург,Академический,Корпус 4,500614144,415173312,3783.5,24429394,5,2447377152
2025.0,50.0,Екатеринбург,Академический,Корпус 3,471518560,390743904,3575.4,22531280,4,1848446208
2025.0,50.0,Екатеринбург,Маяковский,Корпус 2,248381056,201307680,1495.7,75105680,13,2657756160
2025.0,50.0,Екатеринбург,Академический,Корпус 1,361242048,298209504,2765.7,100359776,18,5543371264
2025.0,50.0,Верхняя Пышма,Таёжный,Корпус 1,57831396,47241048,476.3,28696374,6,264451056
2025.0,50.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),586385856,476028992,3552.3,11899437,6,3475960832
2025.0,50.0,Верхняя Пышма,Таёжный,Корпус 3,78736976,64349948,644.4,5786637.0,1,78736976
2025.0,49.0,Екатеринбург,Исеть-скай,Корпус А,192689328,147244704,472.1,147244704,8,909275712
2025.0,49.0,Екатеринбург,Энергетик,Корпус 3,461322080,369676096,2765.0,5562887.0,1,461322080
2025.0,49.0,Нижний Тагил,Запрудный,Корпус 1,20662252,17847318,204.4,17847318,6,72608896
2025.0,49.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),461999808,347689120,1156.0,11659129,4,1821534592
2025.0,49.0,Екатеринбург,Маяковский,Корпус 1,107740528,86345112,656.3,86345112,14,723288512
2025.0,49.0,Екатеринбург,Академический,Корпус 1,113107336,93582072,861.3,26553446,6,598488000
2025.0,49.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),483367328,387131136,2866.8,29989334,15,6951895040
2025.0,49.0,Верхняя Пышма,Таёжный,Корпус 1,44920532,36385632,377.9,8599869.0,2,84205904
2025.0,49.0,Екатеринбург,Академический,Корпус 3,183212608,152424688,1386.0,15180428,2,357168864
2025.0,49.0,Нижний Тагил,Запрудный,Корпус 2,60761148,52868152,605.7,35020832,11,480578368
2025.0,49.0,Екатеринбург,Энергетик,Корпус 1,419419040,336572672,2549.3,8612902.0,1,419419040
2025.0,49.0,Верхняя Пышма,Таёжный,Корпус 3,67469592,55501944,573.0,3236818.5,1,67469592
2025.0,49.0,Екатеринбург,Энергетик,Корпус 5,549529280,439618816,3245.3,42878324,6,3156748800
2025.0,49.0,Екатеринбург,Маяковский,Корпус 3,440909600,357141792,2648.8,167718752,32,11124166656
2025.0,49.0,Екатеринбург,Маяковский,Корпус 2,236153344,189423040,1403.8,103077920,20,3471808512
2025.0,49.0,Екатеринбург,Энергетик,Корпус 2,454280448,364113216,2729.0,27540518,4,1754809984
2025.0,49.0,Екатеринбург,Энергетик,Корпус 4,495252928,396740480,2957.2,27064390,4,1935650816
2025.0,49.0,Екатеринбург,Академический,Корпус 4,188344128,156632528,1420.2,4207837.5,1,188344128
2025.0,49.0,Верхняя Пышма,Таёжный,Корпус 2,63753244,52265124,538.0,15879495,4,238559904
2025.0,49.0,Екатеринбург,Академический,Корпус 2,164699904,137244256,1235.2,43662184,9,1274612608
2025.0,49.0,Екатеринбург,Исеть-скай,Корпус Б,444062688,336029984,1095.0,188785296,9,2990708480
2025.0,48.0,Екатеринбург,Энергетик,Корпус 5,283505504,225304576,1649.9,26483936,4,1081299968
2025.0,48.0,Екатеринбург,Маяковский,Корпус 1,127668400,100011824,738.5,100011824,19,1276263424
2025.0,48.0,Нижний Тагил,Запрудный,Корпус 1,13703488,11373895,131.3,11373895,3,29870320
2025.0,48.0,Екатеринбург,Академический,Корпус 4,157771152,130624568,1149.9,14640187,3,459076384
2025.0,48.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),422630016,331862784,2416.0,6190459.0,3,1259046528
2025.0,48.0,Екатеринбург,Маяковский,Корпус 2,298826144,235211152,1733.2,135199328,25,5552462848
2025.0,48.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),348104992,259203696,873.3,14908395,5,1694358912
2025.0,48.0,Верхняя Пышма,Таёжный,Корпус 1,29796330,24495982,249.2,11445318,2,51828664
2025.0,48.0,Екатеринбург,Исеть-скай,Корпус Б,325168992,244295296,795.3,125919544,7,1837208832
2025.0,48.0,Екатеринбург,Исеть-скай,Корпус А,157834352,118375760,378.4,118375760,6,504972480
2025.0,48.0,Верхняя Пышма,Таёжный,Корпус 3,50800848,41509640,437.7,17013660,4,181145808
2025.0,48.0,Екатеринбург,Академический,Корпус 2,128566456,106185104,941.4,38976744,9,955872128
2025.0,48.0,Екатеринбург,Маяковский,Корпус 3,413786496,325672320,2371.0,90461168,19,6867743232
2025.0,48.0,Екатеринбург,Академический,Корпус 1,81256880,67208360,615.7,35027284,7,444536192
2025.0,48.0,Нижний Тагил,Запрудный,Корпус 2,35412848,29392664,346.9,18018770,5,125468072
2025.0,48.0,Екатеринбург,Энергетик,Корпус 1,229034608,182272576,1354.3,6180985.5,1,229034608
2025.0,48.0,Екатеринбург,Академический,Корпус 3,140182592,115984376,1025.5,9799273.0,2,274015616
2025.0,48.0,Екатеринбург,Энергетик,Корпус 4,249981520,198820640,1471.5,16548068,2,489918528
2025.0,47.0,Екатеринбург,Академический,Корпус 4,157840288,130811512,1148.3,16777662,3,451203168
2025.0,47.0,Екатеринбург,Маяковский,Корпус 1,140471728,110524704,822.4,110524704,18,1383450752
2025.0,47.0,Верхняя Пышма,Таёжный,Корпус 2,37019288,30487768,307.5,12635827,4,132522336
2025.0,47.0,Екатеринбург,Маяковский,Корпус 3,326878592,257538384,1918.2,57967984,10,2922457600
2025.0,47.0,Нижний Тагил,Запрудный,Корпус 1,11464717,9576362.0,109.6,9576362.0,3,22697886
2025.0,47.0,Екатеринбург,Энергетик,Корпус 5,358758848,285822464,2128.2,35527576,6,2063300352
2025.0,47.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),335332992,263591280,1962.2,6052893.0,3,997155456
2025.0,47.0,Екатеринбург,Исеть-скай,Корпус Б,354062144,266632016,800.3,99100896,6,1870484992
2025.0,47.0,Екатеринбург,Энергетик,Корпус 3,286366144,227766240,1728.0,13449734,2,562151616
2025.0,47.0,Екатеринбург,Академический,Корпус 2,133403080,110164360,970.0,55319416,12,1223665792
2025.0,47.0,Екатеринбург,Академический,Корпус 3,137909648,114033848,1001.8,3869488.0,2,275346656
2025.0,47.0,Екатеринбург,Маяковский,Корпус 2,253490288,199570400,1504.3,89045704,15,3044175104
2025.0,47.0,Нижний Тагил,Запрудный,Корпус 2,24878948,20710172,237.7,11133811,3,62940576
2025.0,47.0,Екатеринбург,Энергетик,Корпус 4,313888992,250294896,1878.9,22528660,4,1217615104
2025.0,47.0,Екатеринбург,Исеть-скай,Корпус А,222024304,167531120,490.5,167531120,7,791170816
2025.0,47.0,Екатеринбург,Академический,Корпус 1,66474680,54844944,497.9,26185456,6,316859136
2025.0,47.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),367788448,275615296,847.3,8983264.0,3,1089933056
2025.0,47.0,Екатеринбург,Энергетик,Корпус 1,269663392,214316512,1632.4,14407435,2,532500288
2025.0,47.0,Верхняя Пышма,Таёжный,Корпус 1,21913772,17851940,185.0,6004825.0,1,21913772
2025.0,46.0,Екатеринбург,Энергетик,Корпус 3,274200800,218568256,1638.8,24573772,4,1049732992
2025.0,46.0,Екатеринбург,Маяковский,Корпус 1,113190344,89274904,647.2,84030504,14,878966912
2025.0,46.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),587864384,440447552,1393.2,3058132.2,1,587864384
2025.0,46.0,Нижний Тагил,Запрудный,Корпус 1,13842232,11710522,136.2,11710522,4,34311376
2025.0,46.0,Верхняя Пышма,Таёжный,Корпус 3,59291672,48450016,519.4,17818292,4,201341904
2025.0,46.0,Екатеринбург,Академический,Корпус 4,133807816,110474240,969.8,15400775,3,385710400
2025.0,46.0,Екатеринбург,Энергетик,Корпус 4,307178176,244620400,1836.5,26052142,3,887512576
2025.0,46.0,Екатеринбург,Исеть-скай,Корпус Б,583159616,437389408,1377.2,269080384,11,5023994368
2025.0,46.0,Екатеринбург,Академический,Корпус 2,95086880,78122432,680.9,20026934,4,343504864
2025.0,46.0,Нижний Тагил,Запрудный,Корпус 2,31216644,26352754,307.3,14642232,4,95187064
2025.0,46.0,Екатеринбург,Энергетик,Корпус 5,344061312,274413184,2027.5,29792790,5,1638481024
2025.0,46.0,Верхняя Пышма,Таёжный,Корпус 2,37816940,30631722,318.9,5680240.0,1,37816940
2025.0,46.0,Верхняя Пышма,Таёжный,Корпус 1,30804298,24951482,262.9,6004825.0,1,30804298
2025.0,46.0,Екатеринбург,Академический,Корпус 3,115556312,95073464,829.4,16951030,4,445313888
2025.0,46.0,Екатеринбург,Маяковский,Корпус 3,312614240,245619952,1846.8,76280544,15,4021734400
2025.0,46.0,Екатеринбург,Академический,Корпус 1,70776320,58095500,512.9,32582330,7,359640096
2025.0,46.0,Екатеринбург,Исеть-скай,Корпус А,224412048,168309024,522.3,168309024,8,931858496
2025.0,46.0,Екатеринбург,Маяковский,Корпус 2,214855744,169339408,1287.4,80064504,15,2625478656
2025.0,45.0,Верхняя Пышма,Таёжный,Корпус 2,47958484,38897772,400.3,12685622,2,88904328
2025.0,45.0,Екатеринбург,Энергетик,Корпус 5,363541376,289610720,2201.2,5186452.0,1,363541376
2025.0,45.0,Екатеринбург,Исеть-скай,Корпус Б,556322880,420458304,1382.9,226622880,10,4475298816
2025.0,45.0,Нижний Тагил,Запрудный,Корпус 2,61634152,51577552,598.6,25892114,7,331944608
2025.0,45.0,Екатеринбург,Исеть-скай,Корпус А,254816768,193835408,653.7,193835408,8,1146824192
2025.0,45.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),270283648,212074464,1582.7,5915327.0,3,802203904
2025.0,45.0,Верхняя Пышма,Таёжный,Корпус 3,54851244,44480908,459.8,5583136.5,2,109262368
2025.0,45.0,Верхняя Пышма,Таёжный,Корпус 1,32297222,26212150,268.9,11040772,2,59612480
2025.0,45.0,Екатеринбург,Энергетик,Корпус 3,350751872,279247680,2132.6,39416300,5,1651692672
2025.0,45.0,Екатеринбург,Академический,Корпус 2,110045312,90596792,816.1,34182696,7,639505088
2025.0,45.0,Екатеринбург,Маяковский,Корпус 3,261888192,206159136,1539.7,31261660,6,1455027712
2025.0,45.0,Екатеринбург,Академический,Корпус 4,136398512,112206416,1002.6,21609628,4,502067648
2025.0,45.0,Нижний Тагил,Запрудный,Корпус 1,30519198,25685440,294.2,25685440,8,143100896
2025.0,45.0,Екатеринбург,Энергетик,Корпус 2,301162336,239831392,1850.2,9244683.0,1,301162336
2025.0,45.0,Екатеринбург,Энергетик,Корпус 1,289460192,230586704,1777.9,4944788.0,1,289460192
2025.0,45.0,Екатеринбург,Маяковский,Корпус 2,221809136,174897488,1304.9,65138668,12,2279353344
2025.0,45.0,Екатеринбург,Энергетик,Корпус 4,357304480,284424256,2166.1,5176575.0,1,357304480
2025.0,45.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),574659904,432499680,1445.9,12041396,4,2270787072
2025.0,45.0,Екатеринбург,Маяковский,Корпус 1,139327216,109758816,819.0,109758816,19,1346580608
2025.0,45.0,Екатеринбург,Академический,Корпус 1,68797680,56414096,524.1,24526704,6,344685120
2025.0,44.0,Екатеринбург,Исеть-скай,Корпус А,230738304,173619840,537.3,173619840,8,1015061440
2025.0,44.0,Екатеринбург,Энергетик,Корпус 4,358628320,287176512,2105.7,31025256,5,1729168768
2025.0,44.0,Екатеринбург,Академический,Корпус 4,193356528,159246048,1377.4,23647554,4,730604864
2025.0,44.0,Верхняя Пышма,Таёжный,Корпус 1,42809052,34791980,357.2,21997672,4,125819520
2025.0,44.0,Екатеринбург,Маяковский,Корпус 3,448016960,352084768,2548.4,94176256,19,7460476928
2025.0,44.0,Екатеринбург,Академический,Корпус 2,143865520,118545680,1017.2,48891504,10,1148653952
2025.0,44.0,Верхняя Пышма,Таёжный,Корпус 2,68072632,55619684,555.3,20827704,5,292118176
2025.0,44.0,Екатеринбург,Энергетик,Корпус 3,319751520,256151248,1887.6,10569485,2,632950464
2025.0,44.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),498566944,374020832,1193.6,3058132.2,1,498566944
2025.0,44.0,Екатеринбург,Академический,Корпус 1,84672744,69654176,607.2,32428144,5,325234336
2025.0,44.0,Екатеринбург,Маяковский,Корпус 1,185879088,146221008,1046.5,146221008,26,2489529088
2025.0,44.0,Екатеринбург,Энергетик,Корпус 5,420518912,336070080,2440.6,48893588,6,2360057088
2025.0,44.0,Екатеринбург,Энергетик,Корпус 2,306372448,245581760,1819.2,12781117,2,602825472
2025.0,44.0,Екатеринбург,Исеть-скай,Корпус Б,493862112,370962720,1177.6,197342864,9,3654520064
2025.0,44.0,Екатеринбург,Энергетик,Корпус 1,290193824,232800640,1731.7,9244683.0,1,290193824
2025.0,44.0,Нижний Тагил,Запрудный,Корпус 1,58460312,48622112,590.6,48622112,12,362369440
2025.0,44.0,Екатеринбург,Маяковский,Корпус 2,327664896,257908512,1869.9,111687504,20,5134781952
2025.0,44.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),462461344,362195840,2621.9,10111083,5,2284007424
2025.0,44.0,Екатеринбург,Академический,Корпус 3,164518048,135598496,1155.8,17052814,4,626655040
2025.0,44.0,Нижний Тагил,Запрудный,Корпус 2,110385760,91720232,1103.3,43098124,12,1031940352
2025.0,44.0,Верхняя Пышма,Таёжный,Корпус 3,90524800,73805944,747.3,18186262,4,328673504
2025.0,43.0,Екатеринбург,Академический,Корпус 2,190176256,157282256,1409.7,48933168,12,2002711808
2025.0,43.0,Екатеринбург,Энергетик,Корпус 1,307511776,245439568,1785.9,25379040,3,889782592
2025.0,43.0,Верхняя Пышма,Таёжный,Корпус 2,54060092,44225220,434.8,13680747,3,145794304
2025.0,43.0,Екатеринбург,Маяковский,Корпус 2,360322848,283729408,2063.4,177391312,32,8145949696
2025.0,43.0,Нижний Тагил,Запрудный,Корпус 1,40908528,34099884,397.1,34099884,10,219771216
2025.0,43.0,Екатеринбург,Энергетик,Корпус 4,385700864,307488640,2223.1,32193522,5,1845341568
2025.0,43.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),215608752,162606944,499.1,2866999.0,1,215608752
2025.0,43.0,Екатеринбург,Энергетик,Корпус 2,319196480,254950192,1853.9,9510627.0,2,633435840
2025.0,43.0,Верхняя Пышма,Таёжный,Корпус 3,71281104,58174236,575.2,13949017,4,258968752
2025.0,43.0,Екатеринбург,Исеть-скай,Корпус А,60714992,46877700,167.1,46877700,2,97667056
2025.0,43.0,Екатеринбург,Академический,Корпус 3,246865760,204170224,1831.4,46887972,8,1760133760
2025.0,43.0,Екатеринбург,Энергетик,Корпус 3,344949568,275295136,1997.5,20344932,3,1008782656
2025.0,43.0,Екатеринбург,Маяковский,Корпус 1,134233840,106338096,781.0,106338096,20,1439327360
2025.0,43.0,Екатеринбург,Академический,Корпус 4,271380256,225009200,2014.4,20838974,4,1044711744
2025.0,43.0,Екатеринбург,Энергетик,Корпус 5,416313280,331818080,2397.0,24329432,3,1224879488
2025.0,43.0,Екатеринбург,Академический,Корпус 1,130501664,108349096,979.0,58268816,11,1075363840
2025.0,43.0,Екатеринбург,Маяковский,Корпус 3,456071968,359135648,2633.2,75406232,15,6165235200
2025.0,43.0,Верхняя Пышма,Таёжный,Корпус 1,37386800,30544472,297.9,17966796,4,112056856
2025.0,43.0,Екатеринбург,Исеть-скай,Корпус Б,211197984,159739952,484.1,112862248,5,780854528
2025.0,43.0,Нижний Тагил,Запрудный,Корпус 2,77432432,64773976,761.8,30674088,10,624969536
2025.0,42.0,Нижний Тагил,Запрудный,Корпус 2,44086920,36806672,432.5,23276598,7,223707648
2025.0,42.0,Екатеринбург,Академический,Корпус 2,140883184,116587976,1066.0,21076210,4,525188864
2025.0,42.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),473595840,353504384,1154.8,17584260,6,2773634560
2025.0,42.0,Верхняя Пышма,Таёжный,Корпус 1,34716604,28933436,284.3,16177914,4,105633184
2025.0,42.0,Екатеринбург,Энергетик,Корпус 1,295870592,235916720,1710.4,10059554,2,584503936
2025.0,42.0,Екатеринбург,Исеть-скай,Корпус А,181368224,136869136,452.9,136869136,7,825222848
2025.0,42.0,Екатеринбург,Академический,Корпус 3,174225008,145040656,1339.4,28452676,5,800167296
2025.0,42.0,Екатеринбург,Маяковский,Корпус 2,365072512,286922048,2104.5,126559224,24,7028187648
2025.0,42.0,Екатеринбург,Исеть-скай,Корпус Б,446769568,335920128,1062.8,199050992,8,2378036736
2025.0,42.0,Екатеринбург,Энергетик,Корпус 3,345655456,276260544,1981.8,10822349,3,1029243712
2025.0,42.0,Верхняя Пышма,Таёжный,Корпус 3,94532920,77723824,771.9,19356084,4,337657472
2025.0,42.0,Екатеринбург,Энергетик,Корпус 4,396041792,316819584,2279.1,40559048,5,1872294016
2025.0,42.0,Екатеринбург,Академический,Корпус 4,233844736,195355296,1779.7,50314640,10,2054368512
2025.0,42.0,Екатеринбург,Академический,Корпус 1,116162536,95511768,873.6,32080006,6,587425280
2025.0,42.0,Екатеринбург,Энергетик,Корпус 2,332096256,265438192,1911.6,29521472,5,1589016704
2025.0,42.0,Верхняя Пышма,Таёжный,Корпус 2,70765568,58367744,564.2,29434306,7,395056736
2025.0,42.0,Екатеринбург,Маяковский,Корпус 3,482419392,379968928,2785.1,93046904,15,6401003520
2025.0,42.0,Екатеринбург,Энергетик,Корпус 5,455627808,364503872,2607.9,47684284,7,3032687616
2025.0,42.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),490873792,386021824,2829.1,6052893.0,3,1463777792
2025.0,42.0,Нижний Тагил,Запрудный,Корпус 1,16301295,13530075,163.0,13530075,4,42931744
2025.0,42.0,Екатеринбург,Маяковский,Корпус 1,203967472,160362816,1173.6,160362816,30,3200276736
2025.0,41.0,Нижний Тагил,Запрудный,Корпус 2,72333104,60360656,722.1,24868266,6,355353152
2025.0,41.0,Нижний Тагил,Запрудный,Корпус 1,42761916,35492392,423.9,35492392,11,252408240
2025.0,41.0,Екатеринбург,Исеть-скай,Корпус Б,413139616,309854720,990.5,153162720,7,2382820096
2025.0,41.0,Екатеринбург,Энергетик,Корпус 5,488143232,391257280,2822.3,35585460,5,2341094912
2025.0,41.0,Верхняя Пышма,Таёжный,Корпус 3,97811824,80049240,806.1,15415537,4,365300352
2025.0,41.0,Екатеринбург,Исеть-скай,Корпус А,208922672,156692000,510.1,156692000,6,761106880
2025.0,41.0,Екатеринбург,Энергетик,Корпус 1,304546976,243938880,1794.9,20582548,3,887249472
2025.0,41.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),440330528,327821248,1084.5,17966528,6,2572954624
2025.0,41.0,Екатеринбург,Маяковский,Корпус 3,402464352,318052064,2280.7,116150192,25,8346196992
2025.0,41.0,Екатеринбург,Академический,Корпус 2,178011504,147397664,1287.4,62587948,12,1661654144
2025.0,41.0,Верхняя Пышма,Таёжный,Корпус 1,42504452,34909196,342.7,17998758,4,133101928
2025.0,41.0,Екатеринбург,Академический,Корпус 4,255895680,211967056,1851.5,27929214,5,1211232256
2025.0,41.0,Екатеринбург,Энергетик,Корпус 3,396926528,317903648,2304.2,32825588,5,1891253632
2025.0,41.0,Екатеринбург,Маяковский,Корпус 1,109910136,86424688,619.7,82141280,16,1006199936
2025.0,41.0,Екатеринбург,Энергетик,Корпус 2,355800640,285078048,2078.4,41139164,7,2325425152
2025.0,41.0,Екатеринбург,Маяковский,Корпус 2,256555568,201901872,1434.2,115477184,18,3055933696
2025.0,41.0,Верхняя Пышма,Таёжный,Корпус 2,78912712,64633704,649.8,29724510,6,391036096
2025.0,41.0,Екатеринбург,Академический,Корпус 1,101684736,84809720,774.0,41975472,8,618830848
2025.0,41.0,Екатеринбург,Академический,Корпус 3,222365600,184037840,1605.1,36640176,7,1414592128
2025.0,41.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),405215680,319977984,2294.7,1925920.5,1,405215680
2025.0,41.0,Екатеринбург,Энергетик,Корпус 4,443497088,355671808,2579.1,37768172,6,2522992896
2025.0,40.0,Екатеринбург,Энергетик,Корпус 2,280380128,223256608,1608.3,12877641,2,549349504
2025.0,40.0,Екатеринбург,Энергетик,Корпус 1,264079328,210378960,1512.8,13407484,4,1043100224
2025.0,40.0,Екатеринбург,Маяковский,Корпус 2,299856416,236045728,1741.1,103382912,20,4676059648
2025.0,40.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),496256832,379570016,1266.6,14717262,5,2436926464
2025.0,40.0,Екатеринбург,Маяковский,Корпус 3,468529792,369353280,2718.9,133307560,25,9732954112
2025.0,40.0,Нижний Тагил,Запрудный,Корпус 1,23741300,19783710,227.0,19783710,6,77180112
2025.0,40.0,Нижний Тагил,Запрудный,Корпус 2,51279192,42694416,488.8,22910704,7,277853952
2025.0,40.0,Екатеринбург,Академический,Корпус 1,128988720,107244528,985.0,38476768,7,770551424
2025.0,40.0,Екатеринбург,Энергетик,Корпус 4,338140640,268887392,1947.9,19980274,3,989360576
2025.0,40.0,Верхняя Пышма,Таёжный,Корпус 2,48995596,39917768,396.3,4180930.8,1,48995596
2025.0,40.0,Екатеринбург,Энергетик,Корпус 3,312849152,248907120,1796.5,25650520,3,906614592
2025.0,40.0,Екатеринбург,Исеть-скай,Корпус А,187037392,142259472,491.6,142259472,6,669994240
2025.0,40.0,Екатеринбург,Академический,Корпус 3,237264208,198041872,1801.8,55638640,10,2067272064
2025.0,40.0,Екатеринбург,Исеть-скай,Корпус Б,473994208,364852768,1189.6,222593296,9,2987004928
2025.0,40.0,Екатеринбург,Маяковский,Корпус 1,168364512,132662816,959.6,132662816,26,2312951296
2025.0,40.0,Верхняя Пышма,Таёжный,Корпус 3,77224704,63050716,628.1,23132950,6,392947648
2025.0,40.0,Екатеринбург,Академический,Корпус 4,281900256,234918160,2115.3,36876292,8,2077247744
2025.0,40.0,Верхняя Пышма,Таёжный,Корпус 1,43833952,35736836,351.3,20335978,5,162773872
2025.0,40.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),474228960,373342688,2747.9,3989406.8,2,945510080
2025.0,40.0,Екатеринбург,Энергетик,Корпус 5,365641440,290856864,2095.6,21969456,4,1429266432
2025.0,40.0,Екатеринбург,Академический,Корпус 2,171243760,142403232,1279.6,35158708,8,1213598080
2025.0,39.0,Екатеринбург,Академический,Корпус 4,143822176,118202760,1052.9,4613857.0,1,143822176
2025.0,39.0,Екатеринбург,Энергетик,Корпус 1,194825136,155514896,1110.5,16811248,3,558220544
2025.0,39.0,Екатеринбург,Академический,Корпус 1,85868456,70680712,643.8,26647400,6,428483552
2025.0,39.0,Екатеринбург,Маяковский,Корпус 3,296331296,233204960,1708.8,79087112,15,3718739712
2025.0,39.0,Екатеринбург,Исеть-скай,Корпус А,144097104,108072832,338.0,108072832,6,484956992
2025.0,39.0,Екатеринбург,Маяковский,Корпус 2,195991184,154117840,1145.5,83534392,15,2171258880
2025.0,39.0,Нижний Тагил,Запрудный,Корпус 2,31552388,26705554,291.3,6030256.0,2,59640420
2025.0,39.0,Екатеринбург,Энергетик,Корпус 3,248303920,198180672,1414.7,22585898,3,710388032
2025.0,39.0,Верхняя Пышма,Таёжный,Корпус 2,34801664,28856858,281.8,15118508,3,83827896
2025.0,39.0,Екатеринбург,Энергетик,Корпус 4,264013760,211420608,1508.8,13239941,2,518187456
2025.0,39.0,Екатеринбург,Исеть-скай,Корпус Б,329420288,251007968,791.2,142935136,6,1441809792
2025.0,39.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),304978304,239257856,1752.8,6052893.0,3,906091392
2025.0,39.0,Нижний Тагил,Запрудный,Корпус 1,24287018,20675298,224.4,20675298,4,54610048
2025.0,39.0,Екатеринбург,Маяковский,Корпус 1,89837856,70583456,527.0,66047296,11,602109056
2025.0,39.0,Верхняя Пышма,Таёжный,Корпус 1,16680319,13738351,135.7,3520318.5,1,16680319
2025.0,39.0,Екатеринбург,Энергетик,Корпус 2,219714176,175594768,1243.9,20079872,4,840241984
2025.0,39.0,Верхняя Пышма,Таёжный,Корпус 3,44276548,36825516,363.8,7968656.0,2,83900408
2025.0,39.0,Екатеринбург,Академический,Корпус 2,125191064,102925248,919.7,32244540,7,745977792
2025.0,39.0,Екатеринбург,Академический,Корпус 3,138195536,113588904,1015.4,10663658,2,268275040
2025.0,39.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),351915200,265916352,869.2,14908395,5,1714159744
2025.0,39.0,Екатеринбург,Энергетик,Корпус 5,297652288,237995040,1689.3,26574432,4,1141761792
2025.0,38.0,Екатеринбург,Маяковский,Корпус 1,91216632,71299552,533.2,71299552,12,605427264
2025.0,38.0,Екатеринбург,Энергетик,Корпус 2,281446752,224700096,1618.1,42850140,6,1557592960
2025.0,38.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),363183488,284567008,2073.6,7910030.5,4,1436050688
2025.0,38.0,Екатеринбург,Исеть-скай,Корпус Б,347853312,263773760,890.0,155883296,8,2204772864
2025.0,38.0,Верхняя Пышма,Таёжный,Корпус 2,17558118,14222076,140.2,10975035,2,28980176
2025.0,38.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),352558112,266831888,906.0,3058132.2,1,352558112
2025.0,38.0,Екатеринбург,Академический,Корпус 4,148845072,122696552,1084.0,16344798,3,430351328
2025.0,38.0,Екатеринбург,Маяковский,Корпус 3,351923232,276656992,2016.1,92003000,18,5317849088
2025.0,38.0,Екатеринбург,Исеть-скай,Корпус А,143192240,107890464,351.5,107890464,5,415584768
2025.0,38.0,Екатеринбург,Энергетик,Корпус 4,348935872,278832928,2015.5,30221346,4,1347149696
2025.0,38.0,Верхняя Пышма,Таёжный,Корпус 3,24819602,20103878,202.9,5881801.5,2,49199084
2025.0,38.0,Екатеринбург,Энергетик,Корпус 1,227206080,181849952,1300.5,25868820,4,851171392
2025.0,38.0,Екатеринбург,Академический,Корпус 2,96794288,79527624,707.5,17860492,4,352230496
2025.0,38.0,Екатеринбург,Энергетик,Корпус 3,311479776,248611600,1790.5,23911496,3,905366848
2025.0,38.0,Нижний Тагил,Запрудный,Корпус 1,24301450,20170204,224.7,20170204,6,78661880
2025.0,38.0,Екатеринбург,Энергетик,Корпус 5,375742272,300946144,2161.6,22113194,4,1470647168
2025.0,38.0,Екатеринбург,Академический,Корпус 3,129124704,106351752,940.7,26824124,5,578853888
2025.0,38.0,Екатеринбург,Маяковский,Корпус 2,234997712,184653984,1358.9,113354432,21,3631452416
2025.0,38.0,Нижний Тагил,Запрудный,Корпус 2,47543868,39461408,453.1,19291206,6,225808272
2025.0,38.0,Екатеринбург,Академический,Корпус 1,75077816,61667136,554.1,22305342,5,315060416
2025.0,37.0,Екатеринбург,Маяковский,Корпус 2,303251776,239655072,1762.8,127881552,25,5641851392
2025.0,37.0,Екатеринбург,Энергетик,Корпус 5,302822016,241397664,1717.1,39505392,6,1692611456
2025.0,37.0,Екатеринбург,Энергетик,Корпус 1,165254096,131116512,964.1,17259912,3,478021312
2025.0,37.0,Нижний Тагил,Запрудный,Корпус 2,16024113,13300014,164.1,4755164.0,1,16024113
2025.0,37.0,Екатеринбург,Маяковский,Корпус 1,141515456,111773520,847.1,111773520,20,1517425792
